;name;loss;kl_loss;recon_loss;val_loss;val_kl_loss;val_recon_loss
0;period_1;2.3734305979041923;1.7008631945470087;1.3529126221002572;2.959985938790726;1.9576087144956196;1.785420594150073
1;period_3;2.3233283831397826;1.6614854402916424;1.3264370701011945;2.9141250309878832;1.659888597383891;1.9181918542679042
2;period_5;2.3569139588001238;1.6844003668417296;1.3462736944289744;2.816508469516284;1.8436025446408415;1.7103468457313433
3;period_4;2.4172414459817397;1.7514704713404505;1.3663591076441801;2.8451078315901626;1.646889495719326;1.8569741275141147
4;period_2;2.382439164171447;1.753483141241627;1.3303492581885015;2.416189095745348;1.5556007737982762;1.482828633425987
