;name;loss;kl_loss;recon_loss;val_loss;val_kl_loss;val_recon_loss
0;period_1;1.8813745039721805;2.442116581946103;1.1487395181590787;3.257511560231039;2.775652294289576;2.424815782128948
1;period_3;1.6590327162791438;2.677692537014802;0.8557249433758316;1.868018682688883;2.7226607505589318;1.0512203990596614
2;period_5;1.73635521276819;2.8527992406395923;0.8805154118521629;1.996945668573249;3.0712435800735265;1.0755725592783052
3;period_4;1.8474080858986235;2.471977554383825;1.1058147937222256;2.0745244390977535;2.592381898171263;1.2968098928368157
4;period_2;1.732388043159511;2.865992047274072;0.8725903819445457;2.2459919942568427;2.623417560368368;1.4589666797690195
