;name;loss;kl_loss;recon_loss;val_loss;val_kl_loss;val_recon_loss
0;period_1;2.9535387213319644;1.336617833518331;1.6169208642158899;4.089937556279849;1.5104746540931806;2.5794629626078147
1;period_3;2.903315617362794;1.3469888008495239;1.5563268360424367;3.5622027410219794;1.5549544340943637;2.007248339587695
2;period_5;2.975105276693663;1.3868547486770681;1.5882505052325668;3.3199741611741995;1.4358451023493728;1.8841290179997274
3;period_4;3.0422532428157787;1.3894400311623767;1.652813199113627;4.867958890935762;1.4249101795785415;3.4430486732493333
4;period_2;2.979814534301237;1.3749855492302174;1.6048289801887279;2.913767775444135;1.2913415170695683;1.6224262747046065
